5935.2 397.2 45043.4 64312.4 5681 12899.4 5025.6 18644 9054 5211.6 11314.2 6825.4 19394.6 4162.4 1002.8 4079.4 3152.4 2120 32988.8 3889.6 
397.2 4736.4 1675.6 7658.4 6249.2 5129.8 31084.6 8199.6 3711 26253.6 17940.6 50166.8 4234.4 18388.2 2036.2 6234.4 23603.2 1823 20979 2228.8 
45043.4 1675.6 5654.4 285330 142.2 3936 3476.4 6033.2 2183.4 3868.8 4019 23337.6 3287.8 3405.6 3832.8 4724 36251.6 1869.4 8000.6 5924.8 
64312.4 7658.4 285330 10444.4 33558.6 418.4 39375.6 13360.6 6057.4 34284.8 24181.6 4196.4 33984.8 1.15401e+06 2031 5536.6 19167.4 36044 10881.6 8342.6 
5681 6249.2 142.2 33558.6 7326.8 6861 25152.8 10237.2 7926.6 30735.6 2792.2 2042.2 21172.8 18147 1998.8 21472.8 45583.6 26235.2 2052.8 10463.8 
12899.4 5129.8 3936 418.4 6861 3948 10025.2 8866.2 10471.8 13923.8 27335.6 321236 34694.8 8363.4 218657 9682.4 6831.8 10032 8080.2 4915.2 
5025.6 31084.6 3476.4 39375.6 25152.8 10025.2 10678.6 21904.6 6912.4 16839.2 5957 6142.6 100933 11687 5891.4 20599.4 34833.4 4708.6 11963.2 20195.6 
18644 8199.6 6033.2 13360.6 10237.2 8866.2 21904.6 8264.4 1522.4 7300.2 136849 2181.2 92314.2 26441.8 3104.4 18260.2 16620.8 5197.4 12877 2637 
9054 3711 2183.4 6057.4 7926.6 10471.8 6912.4 1522.4 5045.2 10944.2 1785.8 2499.2 6888.2 4966 138.6 9713 7479.4 5609.2 10422.4 7651.4 
5211.6 26253.6 3868.8 34284.8 30735.6 13923.8 16839.2 7300.2 10944.2 21989 7765 7055 4417.8 15537 2329.6 5240.6 8446.2 30303.6 9720 10450.6 
11314.2 17940.6 4019 24181.6 2792.2 27335.6 5957 136849 1785.8 7765 7462.8 40193.8 7082.2 3287 17402.8 375.8 5442.8 7103.4 23341.8 12898.8 
6825.4 50166.8 23337.6 4196.4 2042.2 321236 6142.6 2181.2 2499.2 7055 40193.8 5718.8 25510.6 5843.8 52044.8 6830.4 2606.4 405.2 13872.8 3205.6 
19394.6 4234.4 3287.8 33984.8 21172.8 34694.8 100933 92314.2 6888.2 4417.8 7082.2 25510.6 24817 68167.6 18780.4 15340.4 70023.6 2483.6 10379.6 20553.4 
4162.4 18388.2 3405.6 1.15401e+06 18147 8363.4 11687 26441.8 4966 15537 3287 5843.8 68167.6 3895.2 7683.6 19987.8 25065.2 7532.4 10959 2548.6 
1002.8 2036.2 3832.8 2031 1998.8 218657 5891.4 3104.4 138.6 2329.6 17402.8 52044.8 18780.4 7683.6 29676.2 6233 21144.4 4532.4 9659.6 511.4 
4079.4 6234.4 4724 5536.6 21472.8 9682.4 20599.4 18260.2 9713 5240.6 375.8 6830.4 15340.4 19987.8 6233 18556 60890.8 5591 7296 6677.8 
3152.4 23603.2 36251.6 19167.4 45583.6 6831.8 34833.4 16620.8 7479.4 8446.2 5442.8 2606.4 70023.6 25065.2 21144.4 60890.8 4633.6 8321 6293.4 92411.2 
2120 1823 1869.4 36044 26235.2 10032 4708.6 5197.4 5609.2 30303.6 7103.4 405.2 2483.6 7532.4 4532.4 5591 8321 6122.8 30046 4215.4 
32988.8 20979 8000.6 10881.6 2052.8 8080.2 11963.2 12877 10422.4 9720 23341.8 13872.8 10379.6 10959 9659.6 7296 6293.4 30046 16705.8 7631.4 
3889.6 2228.8 5924.8 8342.6 10463.8 4915.2 20195.6 2637 7651.4 10450.6 12898.8 3205.6 20553.4 2548.6 511.4 6677.8 92411.2 4215.4 7631.4 36938.8 

